,survived,pclass,sex,age,sibsp,parch,fare,embarked,who,adult_male,alone
534,0,3,female,30.0,0,0,8.6625,S,woman,False,True
535,1,2,female,7.0,0,2,26.25,S,child,False,False
536,0,1,male,45.0,0,0,26.55,S,man,True,True
537,1,1,female,30.0,0,0,106.425,C,woman,False,True
538,0,3,male,29.64209269662921,0,0,14.5,S,man,True,True
539,1,1,female,22.0,0,2,49.5,C,woman,False,False
540,1,1,female,36.0,0,2,71.0,S,woman,False,False
541,0,3,female,9.0,4,2,31.275,S,child,False,False
542,0,3,female,11.0,4,2,31.275,S,child,False,False
543,1,2,male,32.0,1,0,26.0,S,man,True,False
544,0,1,male,50.0,1,0,106.425,C,man,True,False
545,0,1,male,64.0,0,0,26.0,S,man,True,True
546,1,2,female,19.0,1,0,26.0,S,woman,False,False
547,1,2,male,29.64209269662921,0,0,13.8625,C,man,True,True
548,0,3,male,33.0,1,1,20.525,S,man,True,False
549,1,2,male,8.0,1,1,36.75,S,child,False,False
550,1,1,male,17.0,0,2,110.8833,C,man,True,False
551,0,2,male,27.0,0,0,26.0,S,man,True,True
552,0,3,male,29.64209269662921,0,0,7.8292,Q,man,True,True
553,1,3,male,22.0,0,0,7.225,C,man,True,True
554,1,3,female,22.0,0,0,7.775,S,woman,False,True
556,1,1,female,48.0,1,0,39.6,C,woman,False,False
557,0,1,male,29.64209269662921,0,0,227.525,C,man,True,True
558,1,1,female,39.0,1,1,79.65,S,woman,False,False
559,1,3,female,36.0,1,0,17.4,S,woman,False,False
561,0,3,male,40.0,0,0,7.8958,S,man,True,True
562,0,2,male,28.0,0,0,13.5,S,man,True,True
565,0,3,male,24.0,2,0,24.15,S,man,True,False
566,0,3,male,19.0,0,0,7.8958,S,man,True,True
567,0,3,female,29.0,0,4,21.075,S,woman,False,False
569,1,3,male,32.0,0,0,7.8542,S,man,True,True
570,1,2,male,62.0,0,0,10.5,S,man,True,True
571,1,1,female,53.0,2,0,51.4792,S,woman,False,False
572,1,1,male,36.0,0,0,26.3875,S,man,True,True
574,0,3,male,16.0,0,0,8.05,S,man,True,True
575,0,3,male,19.0,0,0,14.5,S,man,True,True
576,1,2,female,34.0,0,0,13.0,S,woman,False,True
577,1,1,female,39.0,1,0,55.9,S,woman,False,False
578,0,3,female,29.64209269662921,1,0,14.4583,C,woman,False,False
579,1,3,male,32.0,0,0,7.925,S,man,True,True
580,1,2,female,25.0,1,1,30.0,S,woman,False,False
581,1,1,female,39.0,1,1,110.8833,C,woman,False,False
582,0,2,male,54.0,0,0,26.0,S,man,True,True
583,0,1,male,36.0,0,0,40.125,C,man,True,True
584,0,3,male,29.64209269662921,0,0,8.7125,C,man,True,True
585,1,1,female,18.0,0,2,79.65,S,woman,False,False
586,0,2,male,47.0,0,0,15.0,S,man,True,True
587,1,1,male,60.0,1,1,79.2,C,man,True,False
590,0,3,male,35.0,0,0,7.125,S,man,True,True
591,1,1,female,52.0,1,0,78.2667,C,woman,False,False
592,0,3,male,47.0,0,0,7.25,S,man,True,True
593,0,3,female,29.64209269662921,0,2,7.75,Q,woman,False,False
594,0,2,male,37.0,1,0,26.0,S,man,True,False
595,0,3,male,36.0,1,1,24.15,S,man,True,False
596,1,2,female,29.64209269662921,0,0,33.0,S,woman,False,True
597,0,3,male,49.0,0,0,0.0,S,man,True,True
599,1,1,male,49.0,1,0,56.9292,C,man,True,False
600,1,2,female,24.0,2,1,27.0,S,woman,False,False
602,0,1,male,29.64209269662921,0,0,42.4,S,man,True,True
603,0,3,male,44.0,0,0,8.05,S,man,True,True
604,1,1,male,35.0,0,0,26.55,C,man,True,True
605,0,3,male,36.0,1,0,15.55,S,man,True,False
606,0,3,male,30.0,0,0,7.8958,S,man,True,True
607,1,1,male,27.0,0,0,30.5,S,man,True,True
608,1,2,female,22.0,1,2,41.5792,C,woman,False,False
609,1,1,female,40.0,0,0,153.4625,S,woman,False,True
610,0,3,female,39.0,1,5,31.275,S,woman,False,False
611,0,3,male,29.64209269662921,0,0,7.05,S,man,True,True
615,1,2,female,24.0,1,2,65.0,S,woman,False,False
616,0,3,male,34.0,1,1,14.4,S,man,True,False
617,0,3,female,26.0,1,0,16.1,S,woman,False,False
618,1,2,female,4.0,2,1,39.0,S,child,False,False
619,0,2,male,26.0,0,0,10.5,S,man,True,True
620,0,3,male,27.0,1,0,14.4542,C,man,True,False
621,1,1,male,42.0,1,0,52.5542,S,man,True,False
622,1,3,male,20.0,1,1,15.7417,C,man,True,False
623,0,3,male,21.0,0,0,7.8542,S,man,True,True
624,0,3,male,21.0,0,0,16.1,S,man,True,True
625,0,1,male,61.0,0,0,32.3208,S,man,True,True
626,0,2,male,57.0,0,0,12.35,Q,man,True,True
627,1,1,female,21.0,0,0,77.9583,S,woman,False,True
628,0,3,male,26.0,0,0,7.8958,S,man,True,True
629,0,3,male,29.64209269662921,0,0,7.7333,Q,man,True,True
630,1,1,male,80.0,0,0,30.0,S,man,True,True
631,0,3,male,51.0,0,0,7.0542,S,man,True,True
632,1,1,male,32.0,0,0,30.5,C,man,True,True
633,0,1,male,29.64209269662921,0,0,0.0,S,man,True,True
634,0,3,female,9.0,3,2,27.9,S,child,False,False
637,0,2,male,31.0,1,1,26.25,S,man,True,False
638,0,3,female,41.0,0,5,39.6875,S,woman,False,False
639,0,3,male,29.64209269662921,1,0,16.1,S,man,True,False
642,0,3,female,2.0,3,2,27.9,S,child,False,False
643,1,3,male,29.64209269662921,0,0,56.4958,S,man,True,True
645,1,1,male,48.0,1,0,76.7292,C,man,True,False
647,1,1,male,56.0,0,0,35.5,C,man,True,True
648,0,3,male,29.64209269662921,0,0,7.55,S,man,True,True
649,1,3,female,23.0,0,0,7.55,S,woman,False,True
651,1,2,female,18.0,0,1,23.0,S,woman,False,False
652,0,3,male,21.0,0,0,8.4333,S,man,True,True
653,1,3,female,29.64209269662921,0,0,7.8292,Q,woman,False,True
654,0,3,female,18.0,0,0,6.75,Q,woman,False,True
655,0,2,male,24.0,2,0,73.5,S,man,True,False
657,0,3,female,32.0,1,1,15.5,Q,woman,False,False
658,0,2,male,23.0,0,0,13.0,S,man,True,True
659,0,1,male,58.0,0,2,113.275,C,man,True,False
660,1,1,male,50.0,2,0,133.65,S,man,True,False
661,0,3,male,40.0,0,0,7.225,C,man,True,True
662,0,1,male,47.0,0,0,25.5875,S,man,True,True
663,0,3,male,36.0,0,0,7.4958,S,man,True,True
664,1,3,male,20.0,1,0,7.925,S,man,True,False
665,0,2,male,32.0,2,0,73.5,S,man,True,False
667,0,3,male,29.64209269662921,0,0,7.775,S,man,True,True
668,0,3,male,43.0,0,0,8.05,S,man,True,True
669,1,1,female,29.64209269662921,1,0,52.0,S,woman,False,False
670,1,2,female,40.0,1,1,39.0,S,woman,False,False
671,0,1,male,31.0,1,0,52.0,S,man,True,False
672,0,2,male,70.0,0,0,10.5,S,man,True,True
673,1,2,male,31.0,0,0,13.0,S,man,True,True
675,0,3,male,18.0,0,0,7.775,S,man,True,True
676,0,3,male,24.5,0,0,8.05,S,man,True,True
677,1,3,female,18.0,0,0,9.8417,S,woman,False,True
678,0,3,female,43.0,1,6,46.9,S,woman,False,False
679,1,1,male,36.0,0,1,512.3292,C,man,True,False
680,0,3,female,29.64209269662921,0,0,8.1375,Q,woman,False,True
681,1,1,male,27.0,0,0,76.7292,C,man,True,True
682,0,3,male,20.0,0,0,9.225,S,man,True,True
683,0,3,male,14.0,5,2,46.9,S,child,False,False
684,0,2,male,60.0,1,1,39.0,S,man,True,False
685,0,2,male,25.0,1,2,41.5792,C,man,True,False
686,0,3,male,14.0,4,1,39.6875,S,child,False,False
687,0,3,male,19.0,0,0,10.1708,S,man,True,True
688,0,3,male,18.0,0,0,7.7958,S,man,True,True
689,1,1,female,15.0,0,1,211.3375,S,child,False,False
690,1,1,male,31.0,1,0,57.0,S,man,True,False
691,1,3,female,4.0,0,1,13.4167,C,child,False,False
693,0,3,male,25.0,0,0,7.225,C,man,True,True
694,0,1,male,60.0,0,0,26.55,S,man,True,True
695,0,2,male,52.0,0,0,13.5,S,man,True,True
697,1,3,female,29.64209269662921,0,0,7.7333,Q,woman,False,True
698,0,1,male,49.0,1,1,110.8833,C,man,True,False
699,0,3,male,42.0,0,0,7.65,S,man,True,True
700,1,1,female,18.0,1,0,227.525,C,woman,False,False
701,1,1,male,35.0,0,0,26.2875,S,man,True,True
702,0,3,female,18.0,0,1,14.4542,C,woman,False,False
703,0,3,male,25.0,0,0,7.7417,Q,man,True,True
704,0,3,male,26.0,1,0,7.8542,S,man,True,False
705,0,2,male,39.0,0,0,26.0,S,man,True,True
706,1,2,female,45.0,0,0,13.5,S,woman,False,True
707,1,1,male,42.0,0,0,26.2875,S,man,True,True
708,1,1,female,22.0,0,0,151.55,S,woman,False,True
710,1,1,female,24.0,0,0,49.5042,C,woman,False,True
711,0,1,male,29.64209269662921,0,0,26.55,S,man,True,True
712,1,1,male,48.0,1,0,52.0,S,man,True,False
713,0,3,male,29.0,0,0,9.4833,S,man,True,True
714,0,2,male,52.0,0,0,13.0,S,man,True,True
715,0,3,male,19.0,0,0,7.65,S,man,True,True
716,1,1,female,38.0,0,0,227.525,C,woman,False,True
717,1,2,female,27.0,0,0,10.5,S,woman,False,True
718,0,3,male,29.64209269662921,0,0,15.5,Q,man,True,True
719,0,3,male,33.0,0,0,7.775,S,man,True,True
720,1,2,female,6.0,0,1,33.0,S,child,False,False
721,0,3,male,17.0,1,0,7.0542,S,man,True,False
722,0,2,male,34.0,0,0,13.0,S,man,True,True
723,0,2,male,50.0,0,0,13.0,S,man,True,True
724,1,1,male,27.0,1,0,53.1,S,man,True,False
725,0,3,male,20.0,0,0,8.6625,S,man,True,True
726,1,2,female,30.0,3,0,21.0,S,woman,False,False
727,1,3,female,29.64209269662921,0,0,7.7375,Q,woman,False,True
728,0,2,male,25.0,1,0,26.0,S,man,True,False
729,0,3,female,25.0,1,0,7.925,S,woman,False,False
730,1,1,female,29.0,0,0,211.3375,S,woman,False,True
731,0,3,male,11.0,0,0,18.7875,C,child,False,True
735,0,3,male,28.5,0,0,16.1,S,man,True,True
736,0,3,female,48.0,1,3,34.375,S,woman,False,False
737,1,1,male,35.0,0,0,512.3292,C,man,True,True
740,1,1,male,29.64209269662921,0,0,30.0,S,man,True,True
741,0,1,male,36.0,1,0,78.85,S,man,True,False
742,1,1,female,21.0,2,2,262.375,C,woman,False,False
743,0,3,male,24.0,1,0,16.1,S,man,True,False
744,1,3,male,31.0,0,0,7.925,S,man,True,True
745,0,1,male,70.0,1,1,71.0,S,man,True,False
746,0,3,male,16.0,1,1,20.25,S,man,True,False
747,1,2,female,30.0,0,0,13.0,S,woman,False,True
748,0,1,male,19.0,1,0,53.1,S,man,True,False
749,0,3,male,31.0,0,0,7.75,Q,man,True,True
750,1,2,female,4.0,1,1,23.0,S,child,False,False
751,1,3,male,6.0,0,1,12.475,S,child,False,False
752,0,3,male,33.0,0,0,9.5,S,man,True,True
753,0,3,male,23.0,0,0,7.8958,S,man,True,True
754,1,2,female,48.0,1,2,65.0,S,woman,False,False
755,1,2,male,0.67,1,1,14.5,S,child,False,False
756,0,3,male,28.0,0,0,7.7958,S,man,True,True
759,1,1,female,33.0,0,0,86.5,S,woman,False,True
761,0,3,male,41.0,0,0,7.125,S,man,True,True
762,1,3,male,20.0,0,0,7.2292,C,man,True,True
763,1,1,female,36.0,1,2,120.0,S,woman,False,False
764,0,3,male,16.0,0,0,7.775,S,man,True,True
765,1,1,female,51.0,1,0,77.9583,S,woman,False,False
766,0,1,male,29.64209269662921,0,0,39.6,C,man,True,True
767,0,3,female,30.5,0,0,7.75,Q,woman,False,True
768,0,3,male,29.64209269662921,1,0,24.15,Q,man,True,False
769,0,3,male,32.0,0,0,8.3625,S,man,True,True
770,0,3,male,24.0,0,0,9.5,S,man,True,True
771,0,3,male,48.0,0,0,7.8542,S,man,True,True
772,0,2,female,57.0,0,0,10.5,S,woman,False,True
774,1,2,female,54.0,1,3,23.0,S,woman,False,False
775,0,3,male,18.0,0,0,7.75,S,man,True,True
777,1,3,female,5.0,0,0,12.475,S,child,False,True
778,0,3,male,29.64209269662921,0,0,7.7375,Q,man,True,True
779,1,1,female,43.0,0,1,211.3375,S,woman,False,False
780,1,3,female,13.0,0,0,7.2292,C,child,False,True
781,1,1,female,17.0,1,0,57.0,S,woman,False,False
782,0,1,male,29.0,0,0,30.0,S,man,True,True
783,0,3,male,29.64209269662921,1,2,23.45,S,man,True,False
784,0,3,male,25.0,0,0,7.05,S,man,True,True
785,0,3,male,25.0,0,0,7.25,S,man,True,True
786,1,3,female,18.0,0,0,7.4958,S,woman,False,True
787,0,3,male,8.0,4,1,29.125,Q,child,False,False
788,1,3,male,1.0,1,2,20.575,S,child,False,False
789,0,1,male,46.0,0,0,79.2,C,man,True,True
791,0,2,male,16.0,0,0,26.0,S,man,True,True
793,0,1,male,29.64209269662921,0,0,30.6958,C,man,True,True
794,0,3,male,25.0,0,0,7.8958,S,man,True,True
795,0,2,male,39.0,0,0,13.0,S,man,True,True
796,1,1,female,49.0,0,0,25.9292,S,woman,False,True
797,1,3,female,31.0,0,0,8.6833,S,woman,False,True
798,0,3,male,30.0,0,0,7.2292,C,man,True,True
799,0,3,female,30.0,1,1,24.15,S,woman,False,False
801,1,2,female,31.0,1,1,26.25,S,woman,False,False
802,1,1,male,11.0,1,2,120.0,S,child,False,False
803,1,3,male,0.42,0,1,8.5167,C,child,False,False
804,1,3,male,27.0,0,0,6.975,S,man,True,True
805,0,3,male,31.0,0,0,7.775,S,man,True,True
806,0,1,male,39.0,0,0,0.0,S,man,True,True
807,0,3,female,18.0,0,0,7.775,S,woman,False,True
809,1,1,female,33.0,1,0,53.1,S,woman,False,False
810,0,3,male,26.0,0,0,7.8875,S,man,True,True
811,0,3,male,39.0,0,0,24.15,S,man,True,True
812,0,2,male,35.0,0,0,10.5,S,man,True,True
813,0,3,female,6.0,4,2,31.275,S,child,False,False
814,0,3,male,30.5,0,0,8.05,S,man,True,True
816,0,3,female,23.0,0,0,7.925,S,woman,False,True
817,0,2,male,31.0,1,1,37.0042,C,man,True,False
818,0,3,male,43.0,0,0,6.45,S,man,True,True
819,0,3,male,10.0,3,2,27.9,S,child,False,False
820,1,1,female,52.0,1,1,93.5,S,woman,False,False
821,1,3,male,27.0,0,0,8.6625,S,man,True,True
822,0,1,male,38.0,0,0,0.0,S,man,True,True
823,1,3,female,27.0,0,1,12.475,S,woman,False,False
824,0,3,male,2.0,4,1,39.6875,S,child,False,False
825,0,3,male,29.64209269662921,0,0,6.95,Q,man,True,True
826,0,3,male,29.64209269662921,0,0,56.4958,S,man,True,True
827,1,2,male,1.0,0,2,37.0042,C,child,False,False
828,1,3,male,29.64209269662921,0,0,7.75,Q,man,True,True
830,1,3,female,15.0,1,0,14.4542,C,child,False,False
831,1,2,male,0.83,1,1,18.75,S,child,False,False
833,0,3,male,23.0,0,0,7.8542,S,man,True,True
834,0,3,male,18.0,0,0,8.3,S,man,True,True
835,1,1,female,39.0,1,1,83.1583,C,woman,False,False
836,0,3,male,21.0,0,0,8.6625,S,man,True,True
839,1,1,male,29.64209269662921,0,0,29.7,C,man,True,True
840,0,3,male,20.0,0,0,7.925,S,man,True,True
841,0,2,male,16.0,0,0,10.5,S,man,True,True
842,1,1,female,30.0,0,0,31.0,C,woman,False,True
843,0,3,male,34.5,0,0,6.4375,C,man,True,True
845,0,3,male,42.0,0,0,7.55,S,man,True,True
847,0,3,male,35.0,0,0,7.8958,C,man,True,True
848,0,2,male,28.0,0,1,33.0,S,man,True,False
849,1,1,female,29.64209269662921,1,0,89.1042,C,woman,False,False
850,0,3,male,4.0,4,2,31.275,S,child,False,False
851,0,3,male,74.0,0,0,7.775,S,man,True,True
852,0,3,female,9.0,1,1,15.2458,C,child,False,False
853,1,1,female,16.0,0,1,39.4,S,woman,False,False
854,0,2,female,44.0,1,0,26.0,S,woman,False,False
855,1,3,female,18.0,0,1,9.35,S,woman,False,False
856,1,1,female,45.0,1,1,164.8667,S,woman,False,False
857,1,1,male,51.0,0,0,26.55,S,man,True,True
858,1,3,female,24.0,0,3,19.2583,C,woman,False,False
860,0,3,male,41.0,2,0,14.1083,S,man,True,False
861,0,2,male,21.0,1,0,11.5,S,man,True,False
862,1,1,female,48.0,0,0,25.9292,S,woman,False,True
864,0,2,male,24.0,0,0,13.0,S,man,True,True
865,1,2,female,42.0,0,0,13.0,S,woman,False,True
866,1,2,female,27.0,1,0,13.8583,C,woman,False,False
867,0,1,male,31.0,0,0,50.4958,S,man,True,True
868,0,3,male,29.64209269662921,0,0,9.5,S,man,True,True
869,1,3,male,4.0,1,1,11.1333,S,child,False,False
871,1,1,female,47.0,1,1,52.5542,S,woman,False,False
872,0,1,male,33.0,0,0,5.0,S,man,True,True
873,0,3,male,47.0,0,0,9.0,S,man,True,True
874,1,2,female,28.0,1,0,24.0,C,woman,False,False
875,1,3,female,15.0,0,0,7.225,C,child,False,True
876,0,3,male,20.0,0,0,9.8458,S,man,True,True
879,1,1,female,56.0,0,1,83.1583,C,woman,False,False
880,1,2,female,25.0,0,1,26.0,S,woman,False,False
881,0,3,male,33.0,0,0,7.8958,S,man,True,True
882,0,3,female,22.0,0,0,10.5167,S,woman,False,True
883,0,2,male,28.0,0,0,10.5,S,man,True,True
885,0,3,female,39.0,0,5,29.125,Q,woman,False,False
887,1,1,female,19.0,0,0,30.0,S,woman,False,True
888,0,3,female,29.64209269662921,1,2,23.45,S,woman,False,False
889,1,1,male,26.0,0,0,30.0,C,man,True,True
890,0,3,male,32.0,0,0,7.75,Q,man,True,True
